Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prova,,PreLogin_1_FUNCTIONALITY_StartApp_DTH_Wi-Fi\nLogin_1_LOGIN_Correct_DTH_Wi-Fi,2019-02-26 17:37:36,2019-02-26 17:38:35,"59,393s",PASSED
,,,,,,
Test Cases/Pre Login/PreLogin_1_FUNCTIONALITY_StartApp_DTH_Wi-Fi,,"Start msa application.
path application: C:\Users\MSA-testautomation\59.apk",2019-02-26 17:37:36,2019-02-26 17:38:05,"29,275s",PASSED
"startApplication(""C:\Users\MSA-testautomation\59.apk"", false)",,,2019-02-26 17:37:37,2019-02-26 17:38:05,"28,739s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_3_NAVIGATION_GTV_DTH_Wi-Fi,,Dalla homepage atterro nella sezione di Guida Tv ed effettuo un controolo sulla label della top bar.,2019-02-26 17:38:05,2019-02-26 17:38:17,"11,420s",PASSED
"tap(findTestObject(""Bottom Bar Elements/Guida TV""), 0)",,,2019-02-26 17:38:06,2019-02-26 17:38:10,"3,989s",PASSED
delay(5),,,2019-02-26 17:38:10,2019-02-26 17:38:15,"5,050s",PASSED
"verifyElementExist(findTestObject(""Top Bar elements/GUIDA TV""), 0)",,,2019-02-26 17:38:15,2019-02-26 17:38:17,"1,967s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_2_NAVIGATION_Hero_DTH_Wi-Fi,,Controllo degli elementi presenti nel contenuto in evidenza.,2019-02-26 17:38:17,2019-02-26 17:38:19,"2,380s",PASSED
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Immagine""), ""resource-id"", ""it.sky.msa:id/heroImageImageView"", 0)",,Check se esite l'immagine del contenuto in evidenza.,2019-02-26 17:38:17,2019-02-26 17:38:18,"0,459s",PASSED
"verifyElementText(findTestObject(""Guida Tv/Hero Elements/IN EVIDENZA""), ""IN EVIDENZA"")",,"Check se esite la label ""IN EVIDENZA""",2019-02-26 17:38:18,2019-02-26 17:38:18,"0,482s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Titolo del contenuto""), 0)",,Verifica che esiste il titolo del contenuto in evidenza.,2019-02-26 17:38:18,2019-02-26 17:38:18,"0,344s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Programmazione""), 0)",,Verifica che è presente la programmazione del contenuto.,2019-02-26 17:38:18,2019-02-26 17:38:19,"0,373s",PASSED
"getText(findTestObject(""Guida Tv/Hero Elements/Programmazione""), 0)",,,2019-02-26 17:38:19,2019-02-26 17:38:19,"0,432s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_4_NAVIGATION_SceltiPerTeQuestaSettimana_DTH_Wi-Fi,,"Navigazione della sezione ""Scelti per te questa settimana""",2019-02-26 17:38:19,2019-02-26 17:38:28,"9,184s",PASSED
"swipe(0, 0, 0, -900)",,,2019-02-26 17:38:20,2019-02-26 17:38:22,"2,467s",PASSED
"getText(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), 0)",,,2019-02-26 17:38:22,2019-02-26 17:38:23,"0,468s",PASSED
"verifyElementText(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), ""Scelti per te questa settimana"")",,,2019-02-26 17:38:23,2019-02-26 17:38:23,"0,446s",PASSED
"swipe(0, 0, 100, 0)",,,2019-02-26 17:38:23,2019-02-26 17:38:25,"2,389s",PASSED
delay(0),,,2019-02-26 17:38:25,2019-02-26 17:38:25,"0,001s",PASSED
"swipe(0, 0, -100, 0)",,,2019-02-26 17:38:25,2019-02-26 17:38:28,"2,393s",PASSED
"print(getElementHeight(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), 0))",,,2019-02-26 17:38:28,2019-02-26 17:38:28,"0,396s",PASSED
"print(getElementWidth(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), 0))",,,2019-02-26 17:38:28,2019-02-26 17:38:28,"0,348s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_5_FUNCTIONALITY_VediTutti_DTH_Wi-Fi,,"Verificare la funzionalità della CTA "" Vedi tutti""",2019-02-26 17:38:28,2019-02-26 17:38:35,"6,142s",PASSED
"text = getText(findTestObject(""Guida Tv/Section Elements/Sezione programmazione""), 0)",,,2019-02-26 17:38:29,2019-02-26 17:38:29,"0,528s",PASSED
"tap(findTestObject(""Guida Tv/Section Elements/Vedi tutti""), 0)",,"Tap sulla CTA ""Vedi tutti"".",2019-02-26 17:38:29,2019-02-26 17:38:31,"1,292s",PASSED
"verifyElementText(findTestObject(""Subsection Elements/Subsection title""), text)",,,2019-02-26 17:38:31,2019-02-26 17:38:31,"0,418s",PASSED
delay(2),,,2019-02-26 17:38:31,2019-02-26 17:38:33,"2,001s",PASSED
"tap(findTestObject(""Subsection Elements/Back button""), 0)",,,2019-02-26 17:38:33,2019-02-26 17:38:35,"1,628s",PASSED
