Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prova,,PreLogin_1_FUNCTIONALITY_StartApp_DTH_Wi-Fi\nLogin_1_LOGIN_Correct_DTH_Wi-Fi,2019-02-27 14:48:57,2019-02-27 14:49:46,"48,180s",FAILED
,,,,,,
Test Cases/Pre Login/PreLogin_1_FUNCTIONALITY_StartAppLogged,,"Start msa application.
path application: C:\Users\MSA-testautomation\59.apk",2019-02-27 14:48:58,2019-02-27 14:49:30,"32,491s",PASSED
"startApplication(""C:\\Users\\MSA-testautomation\\59.apk"", false, CONTINUE_ON_FAILURE)",,Start app MSA con utente già loggato.,2019-02-27 14:48:59,2019-02-27 14:49:27,"28,052s",PASSED
"verifyElementExist(findTestObject(""Bottom Bar Elements/Home""), 30)",,Verifica la presenza dell'icona Home nella bottom bar.,2019-02-27 14:49:27,2019-02-27 14:49:30,"3,874s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_3_NAVIGATION_GTV,,Dalla homepage atterro nella sezione di Guida Tv ed effettuo un controolo sulla label della top bar.,2019-02-27 14:49:30,2019-02-27 14:49:36,"5,102s",PASSED
"tap(findTestObject(""Bottom Bar Elements/Guida TV""), 60)",,Effettua tap sulla icona di Guida Tv nella bottom bar.,2019-02-27 14:49:31,2019-02-27 14:49:32,"1,519s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Hero Elements/Immagine""), 30)",,,2019-02-27 14:49:32,2019-02-27 14:49:35,"2,831s",PASSED
"verifyElementExist(findTestObject(""Top Bar elements/GUIDA TV""), 30)",,Check sulla label GUIDA TV nella top bar.,2019-02-27 14:49:35,2019-02-27 14:49:36,"0,409s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_1_NAVIGATION_TOPBAR,,Navigazione delle sezioni presenti nella homepage di Guida Tv. Check della sezione di Programmazione e della sezione di Sky On Demand.,2019-02-27 14:49:36,2019-02-27 14:49:42,"6,839s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), 30)",,Load della sezione Scelti per te questa settimana.,2019-02-27 14:49:36,2019-02-27 14:49:36,"0,389s",PASSED
"verifyElementExist(findTestObject(""Navigation Bar Elements/Programmazione""), 30)",,Verifica della label Programmazione.,2019-02-27 14:49:36,2019-02-27 14:49:37,"0,396s",PASSED
"verifyElementExist(findTestObject(""Top Bar elements/Profile""), 30)",,Verifica della icona di Profile nella top bar.,2019-02-27 14:49:37,2019-02-27 14:49:37,"0,328s",PASSED
"verifyElementExist(findTestObject(""Top Bar elements/Search""), 30)",,Verifica della icona di Search nella top bar.,2019-02-27 14:49:37,2019-02-27 14:49:37,"0,333s",PASSED
"verifyElementExist(findTestObject(""Top Bar elements/Assistenza""), 30)",,Verifica della icona di Assistenza nella top bar.,2019-02-27 14:49:37,2019-02-27 14:49:38,"0,326s",PASSED
"verifyElementText(findTestObject(""Top Bar elements/GUIDA TV""), ""GUIDA TV"")",,Verifica del title (Guida Tv) della top bar.,2019-02-27 14:49:38,2019-02-27 14:49:38,"0,405s",PASSED
"tap(findTestObject(""Navigation Bar Elements/Sky On Demand""), 60)",,Tap nella section di Sky On Demand.,2019-02-27 14:49:38,2019-02-27 14:49:39,"1,161s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Section Elements/SCELTI PER TE""), 30)",,Load della sezione SCELTI PER TE.,2019-02-27 14:49:39,2019-02-27 14:49:40,"0,410s",PASSED
"verifyElementExist(findTestObject(""Navigation Bar Elements/Sky On Demand""), 30)",,Verifica della label Sky On Demand.,2019-02-27 14:49:40,2019-02-27 14:49:40,"0,744s",PASSED
"tap(findTestObject(""Navigation Bar Elements/Programmazione""), 60)",,"Effettuo un tap nella sezione Programmazione.
",2019-02-27 14:49:40,2019-02-27 14:49:42,"1,675s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Section Elements/Scelti per te questa settimana""), 30)",,Load della sezione Scelti per te questa settimana.,2019-02-27 14:49:42,2019-02-27 14:49:42,"0,382s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_2_NAVIGATION_Hero,,Controllo degli elementi presenti nel contenuto in evidenza.,2019-02-27 14:49:42,2019-02-27 14:49:45,"2,898s",FAILED
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Immagine""), ""resource-id"", ""it.sky.msa:id/heroImageImageView"", 60)",,Check se esite l'immagine del contenuto in evidenza.,2019-02-27 14:49:43,2019-02-27 14:49:43,"0,414s",PASSED
"verifyElementText(findTestObject(""Guida Tv/Hero Elements/IN EVIDENZA""), ""IN EVIDENZA"")",,"Check se esite la label ""IN EVIDENZA""",2019-02-27 14:49:43,2019-02-27 14:49:44,"0,413s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Titolo del contenuto""), 30)",,Verifica che esiste il titolo del contenuto in evidenza.,2019-02-27 14:49:44,2019-02-27 14:49:44,"0,342s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Programmazione""), 30)",,Verifica che è presente la programmazione del contenuto.,2019-02-27 14:49:44,2019-02-27 14:49:44,"0,312s",PASSED
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Logo canale""), ""resource-id"", ""it.sky.msa:id/heroChannelLogoImageView"", 60)",,,2019-02-27 14:49:44,2019-02-27 14:49:45,"1,153s",FAILED
