Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prova,,PreLogin_1_FUNCTIONALITY_StartApp_DTH_Wi-Fi\nLogin_1_LOGIN_Correct_DTH_Wi-Fi,2019-02-27 11:41:49,2019-02-27 11:42:42,"53,713s",FAILED
,,,,,,
Test Cases/Pre Login/PreLogin_1_FUNCTIONALITY_StartApp,,"Start msa application.
path application: C:\Users\MSA-testautomation\59.apk",2019-02-27 11:41:49,2019-02-27 11:42:42,"52,606s",FAILED
"startApplication(""C:\\Users\\MSA-testautomation\\59.apk"", false, CONTINUE_ON_FAILURE)",,,2019-02-27 11:41:50,2019-02-27 11:42:42,"51,745s",FAILED
"verifyElementExist(findTestObject(""Prelogin elements/Benvenuto in MySkyApp""), 0)",,,2019-02-27 11:42:42,2019-02-27 11:42:42,"0,159s",FAILED
,,,,,,
Test Cases/Pre Login/PreLogin_2_FUNCTIONALITY_Accedi,,Tap su accedi,2019-02-27 11:42:42,2019-02-27 11:42:42,"0,457s",FAILED
"tap(findTestObject(""CTA/ACCEDI""), 0)",,,2019-02-27 11:42:42,2019-02-27 11:42:42,"0,025s",FAILED
