Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Immagine""), ""resource-id"", ""it.sky.msa:id/heroImageImageView"", 60)",,Verifica se esite l'immagine del contenuto in evidenza.,2019-02-27 17:20:29,2019-02-27 17:20:29,"0,337s",PASSED
delay(2),,,2019-02-27 17:20:29,2019-02-27 17:20:31,"2,029s",PASSED
"verifyElementText(findTestObject(""Guida Tv/Hero Elements/IN EVIDENZA""), ""IN EVIDENZA"")",,"Verifica se esite la label ""IN EVIDENZA""",2019-02-27 17:20:31,2019-02-27 17:20:32,"0,653s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Titolo del contenuto""), 30)",,Verifica che esiste il titolo del contenuto in evidenza.,2019-02-27 17:20:32,2019-02-27 17:20:32,"0,357s",PASSED
"verifyElementExist(findTestObject(""Guida Tv/Hero Elements/Programmazione""), 30)",,Verifica che è presente la programmazione del contenuto.,2019-02-27 17:20:32,2019-02-27 17:20:33,"0,348s",PASSED
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Logo canale""), ""resource-id"", ""it.sky.msa:id/heroChannelLogoImageView"", 60)",,Verifica se esiste l'immagine del logo canale nel contenuto in evidenza.,2019-02-27 17:20:33,2019-02-27 17:20:33,"0,321s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_4_NAVIGATION_SceltiPerTeQuestaSettimana,,"Navigazione della sezione ""Scelti per te questa settimana""",2019-02-27 17:20:33,2019-02-27 17:20:44,"11,370s",PASSED
"scrollToText(""Scelti per te questa settimana"")",,,2019-02-27 17:20:33,2019-02-27 17:20:34,"1,139s",PASSED
delay(10),,,2019-02-27 17:20:34,2019-02-27 17:20:44,"10,001s",PASSED
,,,,,,
Test Cases/Guida TV/Guida TV_5_FUNCTIONALITY_VediTutti,,"Verificare la funzionalità della CTA "" Vedi tutti""",2019-02-27 17:20:44,2019-02-27 17:20:54,"9,415s",PASSED
"text = getText(findTestObject(""Guida Tv/Section Elements/Sezione programmazione""), 60)",,"Riceve la label della sezione dove tapperà ""Vedi tutti"".",2019-02-27 17:20:45,2019-02-27 17:20:45,"0,464s",PASSED
"tap(findTestObject(""Guida Tv/Section Elements/Vedi tutti""), 60)",,"Tap sulla CTA ""Vedi tutti"".",2019-02-27 17:20:45,2019-02-27 17:20:47,"1,631s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Hero Elements/Titolo del contenuto""), 30)",,Load del titolo del contenuto in evidenza.,2019-02-27 17:20:47,2019-02-27 17:20:49,"2,788s",PASSED
"verifyElementText(findTestObject(""Subsection Elements/Subsection title""), text)",,Check sulla label della sezione.,2019-02-27 17:20:49,2019-02-27 17:20:50,"0,385s",PASSED
"tap(findTestObject(""Subsection Elements/Back button""), 60)",,Tap sul button di back.,2019-02-27 17:20:50,2019-02-27 17:20:51,"1,249s",PASSED
"waitForElementPresent(findTestObject(""Guida Tv/Hero Elements/Immagine""), 30)",,Load immagine di hero.,2019-02-27 17:20:51,2019-02-27 17:20:53,"2,291s",PASSED
"verifyElementAttributeValue(findTestObject(""Guida Tv/Hero Elements/Immagine""), ""resource-id"", ""it.sky.msa:id/heroImageImageView"", 30)",,"Check sull'immagine di Hero.
",2019-02-27 17:20:53,2019-02-27 17:20:54,"0,319s",PASSED
